2026-05-30 08:15:46 | INFO     | SYSTEM               | ================================================================================
2026-05-30 08:17:33 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:33] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:17:35 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:36] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:17:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:36] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:36 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 200 30
2026-05-30 08:17:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:36] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:17:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:36] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:37 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:38 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:38 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:38] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:17:39 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:17:40 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 200 None
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (2): kite.zerodha.com:443
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (3): kite.zerodha.com:443
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (4): kite.zerodha.com:443
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5821185 HTTP/11" 400 75
2026-05-30 08:17:40 | DEBUG    | frontend.routes      | Depth REST fallback failed for MON100: key=NSE:5821185 status=no-token
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A3693569 HTTP/11" 400 75
2026-05-30 08:17:40 | DEBUG    | frontend.routes      | Depth REST fallback failed for GOLDBEES: key=NSE:3693569 status=no-token
2026-05-30 08:17:40 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:40] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:17:40 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2800385 HTTP/11" 400 75
2026-05-30 08:17:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2068481 HTTP/11" 400 75
2026-05-30 08:17:41 | DEBUG    | frontend.routes      | Depth REST fallback failed for JUNIORBEES: key=NSE:2800385 status=no-token
2026-05-30 08:17:41 | DEBUG    | frontend.routes      | Depth REST fallback failed for SILVERBEES: key=NSE:2068481 status=no-token
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:17:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5710849 HTTP/11" 400 75
2026-05-30 08:17:41 | DEBUG    | frontend.routes      | Depth REST fallback failed for MINDSPACE-RR: key=NSE:5710849 status=no-token
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
2026-05-30 08:17:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2928385 HTTP/11" 400 75
2026-05-30 08:17:41 | DEBUG    | frontend.routes      | Depth REST fallback failed for BANKBEES: key=NSE:2928385 status=no-token
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/depth/BANKBEES HTTP/1.1" 200 -
2026-05-30 08:17:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2402049 HTTP/11" 400 75
2026-05-30 08:17:41 | DEBUG    | frontend.routes      | Depth REST fallback failed for EMBASSY-RR: key=NSE:2402049 status=no-token
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/depth/EMBASSY-RR HTTP/1.1" 200 -
2026-05-30 08:17:41 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A4680705 HTTP/11" 400 75
2026-05-30 08:17:41 | DEBUG    | frontend.routes      | Depth REST fallback failed for HNGSNGBEES: key=NSE:4680705 status=no-token
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/depth/HNGSNGBEES HTTP/1.1" 200 -
2026-05-30 08:17:41 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:42 | INFO     | frontend.routes      | Bot PAUSED — all OMS API calls and re-auth suspended
2026-05-30 08:17:42 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:42] "POST /api/bot/pause HTTP/1.1" 200 -
2026-05-30 08:17:43 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:43 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:17:43 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:17:43 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:43 | INFO     | backend.portfolio.tracker | Syncing portfolio with Zerodha...
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/holdings HTTP/11" 200 None
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 200 None
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | LIQUIDCASE (Holdings): 36771 free + 45000 pledged + 0 T1 = 81771 units @ ₹114.30
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | LIQUIDCASE Total: 81771 units = ₹9346425.30
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | Slot locked: MINDSPACE-RR (Holdings)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | Slot locked: SILVERBEES (Holdings)
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | Active ETFs: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | Slots: 6 available, 2 locked (MINDSPACE-RR, SILVERBEES)
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | ✓ Portfolio synced successfully
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | PORTFOLIO SUMMARY
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | LIQUIDCASE: 81771 units (₹9346425.30)
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | Active ETFs: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | Held ETFs (2): MINDSPACE-RR, SILVERBEES
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | Available slots: 6/8
2026-05-30 08:17:44 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:17:44 | INFO     | frontend.routes      | Portfolio resynced via /api/wake
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "POST /api/wake HTTP/1.1" 200 -
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 200 None
2026-05-30 08:17:44 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (5): kite.zerodha.com:443
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5821185 HTTP/11" 400 75
2026-05-30 08:17:44 | DEBUG    | frontend.routes      | Depth REST fallback failed for MON100: key=NSE:5821185 status=no-token
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2068481 HTTP/11" 400 75
2026-05-30 08:17:44 | DEBUG    | frontend.routes      | Depth REST fallback failed for SILVERBEES: key=NSE:2068481 status=no-token
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A3693569 HTTP/11" 400 75
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | frontend.routes      | Depth REST fallback failed for GOLDBEES: key=NSE:3693569 status=no-token
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2800385 HTTP/11" 400 75
2026-05-30 08:17:44 | DEBUG    | frontend.routes      | Depth REST fallback failed for JUNIORBEES: key=NSE:2800385 status=no-token
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5710849 HTTP/11" 400 75
2026-05-30 08:17:44 | DEBUG    | frontend.routes      | Depth REST fallback failed for MINDSPACE-RR: key=NSE:5710849 status=no-token
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
2026-05-30 08:17:44 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2402049 HTTP/11" 400 75
2026-05-30 08:17:44 | DEBUG    | frontend.routes      | Depth REST fallback failed for EMBASSY-RR: key=NSE:2402049 status=no-token
2026-05-30 08:17:44 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:44] "GET /api/depth/EMBASSY-RR HTTP/1.1" 200 -
2026-05-30 08:17:45 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A4680705 HTTP/11" 400 75
2026-05-30 08:17:45 | DEBUG    | frontend.routes      | Depth REST fallback failed for HNGSNGBEES: key=NSE:4680705 status=no-token
2026-05-30 08:17:45 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:45] "GET /api/depth/HNGSNGBEES HTTP/1.1" 200 -
2026-05-30 08:17:45 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2928385 HTTP/11" 400 75
2026-05-30 08:17:45 | DEBUG    | frontend.routes      | Depth REST fallback failed for BANKBEES: key=NSE:2928385 status=no-token
2026-05-30 08:17:45 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:45] "GET /api/depth/BANKBEES HTTP/1.1" 200 -
2026-05-30 08:17:46 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:46] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:46 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:46] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:50 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:50] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:51 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:51] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:54 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:54] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:17:55 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 200 30
2026-05-30 08:17:55 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:55] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:17:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:56] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:56 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:56] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:58 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:58 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:17:58 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:17:58 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:17:59 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:59] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:00 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 200 None
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5821185 HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for MON100: key=NSE:5821185 status=no-token
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A3693569 HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2800385 HTTP/11" 400 75
